Date;Type;Valeur;Note;ISIN;Parts;Frais;Impôts / Taxes;ISIN2;Parts2
2025-07-30T06:25:35;SPLIT;0;BYD;CNE100000296;1.885892;;;;
2025-08-01T08:28:43;Intérêts;16.98;Zinsen;;;;;;
2025-08-04T08:41:24;Achat;-40.0;BYD;CNE100000296;3.149606;;;;
2025-08-04T13:49:34;Achat;-60.0;Alphabet (A);US02079K3059;0.359324;;;;
2025-08-04T13:56:41;Achat;-50.0;Booking Holdings;US09857L1089;0.010743;;;;
2025-08-04T14:07:17;Achat;-50.0;BlackRock;US09290D1019;0.052565;;;;
2025-08-04T14:10:28;Achat;-50.0;NVIDIA;US67066G1040;0.325013;;;;
2025-08-04T14:15:43;Achat;-60.0;Broadcom;US11135F1012;0.234009;;;;
2025-08-04T14:16:19;Achat;-60.0;Meta Platforms (A);US30303M1027;0.091005;;;;
2025-08-04T14:44:14;Achat;-70.0;Microsoft;US5949181045;0.151351;;;;
2025-08-04T14:52:50;Achat;-60.0;Amazon.com;US0231351067;0.32637;;;;
2025-08-04T15:08:32;Achat;-60.0;Visa;US92826C8394;0.201884;;;;
2025-08-12T14:37:33;Dividendes;0.44;BYD;CNE100000296;1.571577;;0.3;;
2025-08-13T05:09:14;SPLIT;0;BYD;CNE100000296;1.257262;;;;
2025-08-13T05:22:45;SPLIT;0;BYD;CNE100000296;1.257262;;;;
2025-08-14T06:55:51;Dividendes;0.22;Apple;US0378331005;1.816277;;0.18;;
2025-08-18T08:41:27;Achat;-40.0;BYD;CNE100000296;3.185981;;;;
2025-08-18T13:49:39;Achat;-60.0;Alphabet (A);US02079K3059;0.342504;;;;
2025-08-18T13:56:42;Achat;-50.0;Booking Holdings;US09857L1089;0.010699;;;;
2025-08-18T14:07:20;Achat;-50.0;BlackRock;US09290D1019;0.051398;;;;
2025-08-18T14:13:48;Achat;-50.0;NVIDIA;US67066G1040;0.320184;;;;
2025-08-18T14:15:44;Achat;-60.0;Broadcom;US11135F1012;0.232468;;;;
2025-08-18T14:16:48;Achat;-60.0;Meta Platforms (A);US30303M1027;0.091645;;;;
2025-08-18T14:49:05;Achat;-70.0;Microsoft;US5949181045;0.157533;;;;
2025-08-18T14:55:57;Achat;-60.0;Amazon.com;US0231351067;0.30352;;;;
2025-08-18T15:09:43;Achat;-60.0;Visa;US92826C8394;0.203735;;;;
2025-09-01T10:56:06;Intérêts;15.77;Zinsen;;;;;;
2025-09-02T08:41:36;Achat;-40.0;BYD;CNE100000296;3.297609;;;;
2025-09-02T13:49:20;Achat;-60.0;Alphabet (A);US02079K3059;0.335083;;;;
2025-09-02T13:56:42;Achat;-50.0;Booking Holdings;US09857L1089;0.010449;;;;
2025-09-02T14:07:18;Achat;-50.0;BlackRock;US09290D1019;0.052487;;;;
2025-09-02T14:10:54;Achat;-50.0;NVIDIA;US67066G1040;0.342794;;;;
2025-09-02T14:15:42;Achat;-60.0;Broadcom;US11135F1012;0.238189;;;;
2025-09-02T14:15:54;Achat;-60.0;Meta Platforms (A);US30303M1027;0.095663;;;;
2025-09-02T14:28:08;Dividendes;0.47;Visa;US92826C8394;1.700146;;0.38;;
2025-09-02T14:44:33;Achat;-70.0;Microsoft;US5949181045;0.162187;;;;
2025-09-02T14:52:53;Achat;-60.0;Amazon.com;US0231351067;0.3125;;;;
2025-09-02T15:09:12;Achat;-60.0;Visa;US92826C8394;0.1999;;;;
2025-09-10T08:25:31;Dividendes;0.46;Tractor Supply;US8923561067;4.287825;;0.38;;
2025-09-11T16:34:43;Dividendes;0.55;Microsoft;US5949181045;1.417091;;0.46;;
2025-09-15T18:27:26;Dividendes;0.55;Alphabet (A);US02079K3059;5.505635;;0.44;;
2025-09-16T08:41:24;Achat;-40.0;BYD;CNE100000296;3.326403;;;;
2025-09-16T13:49:33;Achat;-60.0;Alphabet (A);US02079K3059;0.283085;;;;
2025-09-16T13:56:41;Achat;-50.0;Booking Holdings;US09857L1089;0.010706;;;;
2025-09-16T14:07:16;Achat;-50.0;BlackRock;US09290D1019;0.053106;;;;
2025-09-16T14:10:58;Achat;-50.0;NVIDIA;US67066G1040;0.335435;;;;
2025-09-16T14:15:42;Achat;-60.0;Broadcom;US11135F1012;0.19753;;;;
2025-09-16T14:15:45;Achat;-60.0;Meta Platforms (A);US30303M1027;0.092435;;;;
2025-09-16T14:43:58;Achat;-70.0;Microsoft;US5949181045;0.161625;;;;
2025-09-16T14:53:11;Achat;-60.0;Amazon.com;US0231351067;0.302602;;;;
2025-09-16T15:08:32;Achat;-60.0;Visa;US92826C8394;0.210415;;;;
2025-09-25T12:32:41;Dividendes;1.63;BlackRock;US09290D1019;0.668308;;1.32;;
2025-09-29T16:26:45;Dividendes;0.35;Meta Platforms (A);US30303M1027;1.434792;;0.29;;
2025-09-30T19:52:56;Dividendes;0.92;Broadcom;US11135F1012;3.335087;;0.76;;
2025-09-30T19:53:45;Dividendes;0.41;Booking Holdings;US09857L1089;0.091884;;0.34;;
2025-10-01T00:44:42;Intérêts;13.93;Zinsen;;;;;;
2025-10-02T08:41:26;Achat;-40.0;BYD;CNE100000296;3.212851;;;;
2025-10-02T12:50:19;Dividendes;0.02;NVIDIA;US67066G1040;4.273638;;0.01;;
2025-10-02T13:50:39;Achat;-60.0;Alphabet (A);US02079K3059;0.286259;;;;
2025-10-02T13:56:42;Achat;-50.0;Booking Holdings;US09857L1089;0.010924;;;;
2025-10-02T14:07:18;Achat;-50.0;BlackRock;US09290D1019;0.050994;;;;
2025-10-02T14:11:08;Achat;-50.0;NVIDIA;US67066G1040;0.307692;;;;
2025-10-02T14:15:43;Achat;-60.0;Meta Platforms (A);US30303M1027;0.097386;;;;
2025-10-02T14:15:45;Achat;-60.0;Broadcom;US11135F1012;0.206398;;;;
2025-10-02T14:44:02;Achat;-70.0;Microsoft;US5949181045;0.160073;;;;
2025-10-02T14:53:02;Achat;-60.0;Amazon.com;US0231351067;0.318201;;;;
2025-10-02T15:08:51;Achat;-60.0;Visa;US92826C8394;0.203562;;;;
2025-10-04T12:03:56;Retrait;-5.99;Transaction par carte - HPY*rocket2fame;;;;;;
2025-10-16T08:41:25;Achat;-40.0;BYD;CNE100000296;3.357112;;;;
2025-10-16T13:49:44;Achat;-60.0;Alphabet (A);US02079K3059;0.273722;;;;
2025-10-16T13:56:41;Achat;-50.0;Booking Holdings;US09857L1089;0.011502;;;;
2025-10-16T14:07:19;Achat;-50.0;BlackRock;US09290D1019;0.04859;;;;
2025-10-16T14:11:02;Achat;-50.0;NVIDIA;US67066G1040;0.320184;;;;
2025-10-16T14:15:43;Achat;-60.0;Broadcom;US11135F1012;0.195344;;;;
2025-10-16T14:15:50;Achat;-60.0;Meta Platforms (A);US30303M1027;0.096977;;;;
2025-10-16T14:43:13;Achat;-70.0;Microsoft;US5949181045;0.15846;;;;
2025-10-16T14:53:09;Achat;-60.0;Amazon.com;US0231351067;0.321853;;;;
2025-10-16T15:08:33;Achat;-60.0;Visa;US92826C8394;0.205373;;;;
2025-11-01T02:06:28;Intérêts;13.05;Zinsen;;;;;;
2025-11-03T09:41:24;Achat;-40.0;BYD;CNE100000296;3.623188;;;;
2025-11-03T14:50:17;Achat;-60.0;Alphabet (A);US02079K3059;0.24575;;;;
2025-11-03T14:56:41;Achat;-50.0;Booking Holdings;US09857L1089;0.011457;;;;
2025-11-03T15:07:18;Achat;-50.0;BlackRock;US09290D1019;0.054089;;;;
2025-11-03T15:11:57;Achat;-50.0;NVIDIA;US67066G1040;0.276946;;;;
2025-11-03T15:15:44;Achat;-60.0;Meta Platforms (A);US30303M1027;0.106609;;;;
2025-11-03T15:15:45;Achat;-60.0;Broadcom;US11135F1012;0.188531;;;;
2025-11-03T15:43:56;Achat;-70.0;Microsoft;US5949181045;0.15521;;;;
2025-11-03T15:53:05;Achat;-60.0;Amazon.com;US0231351067;0.270574;;;;
2025-11-03T16:08:33;Achat;-60.0;Visa;US92826C8394;0.205655;;;;
2025-11-13T11:51:38;Dividendes;0.23;Apple;US0378331005;1.816277;;0.18;;
2025-11-17T06:07:56;SPLIT;0;Netflix;US64110L1061;0.1548;;;;
2025-11-17T10:52:20;Achat;-40.0;BYD;CNE100000296;3.58102;;;;
2025-11-17T14:49:41;Achat;-60.0;Alphabet (A);US02079K3059;0.23706;;;;
2025-11-17T14:56:42;Achat;-50.0;Booking Holdings;US09857L1089;0.011481;;;;
2025-11-17T15:07:19;Achat;-50.0;BlackRock;US09290D1019;0.055084;;;;
2025-11-17T15:11:08;Achat;-50.0;NVIDIA;US67066G1040;0.310366;;;;
2025-11-17T15:15:30;Achat;-60.0;Meta Platforms (A);US30303M1027;0.11492;;;;
2025-11-17T15:15:43;Achat;-60.0;Broadcom;US11135F1012;0.200568;;;;
2025-11-17T15:43:50;Achat;-70.0;Microsoft;US5949181045;0.159598;;;;
2025-11-17T15:53:09;Achat;-60.0;Amazon.com;US0231351067;0.303244;;;;
2025-11-17T16:09:01;Achat;-60.0;Visa;US92826C8394;0.211491;;;;
2025-11-28T10:43:52;SPINOFF;0;EUTELSAT COMMS      ANR.;;2.0;;;FR0010221234;
2025-12-01T01:57:26;Intérêts;11.41;Zinsen;;;;;;
2025-12-01T17:01:30;Dividendes;0.92;Visa;US92826C8394;2.928786;;0.77;;
2025-12-02T09:41:23;Achat;-40.0;BYD;CNE100000296;3.57462;;;;
2025-12-02T14:48:59;Achat;-60.0;Alphabet (A);US02079K3059;0.220062;;;;
2025-12-02T14:56:42;Achat;-50.0;Booking Holdings;US09857L1089;0.011709;;;;
2025-12-02T15:07:21;Achat;-50.0;BlackRock;US09290D1019;0.055697;;;;
2025-12-02T15:09:37;Achat;-50.0;NVIDIA;US67066G1040;0.31498;;;;
2025-12-02T15:15:29;Achat;-60.0;Meta Platforms (A);US30303M1027;0.108381;;;;
2025-12-02T15:15:44;Achat;-60.0;Broadcom;US11135F1012;0.178385;;;;
2025-12-02T15:31:23;Achat;-50.0;Berkshire Hathaway (B);US0846707026;0.114771;;;;
2025-12-02T15:42:25;Achat;-70.0;Microsoft;US5949181045;0.165211;;;;
2025-12-02T15:52:20;Achat;-60.0;Amazon.com;US0231351067;0.293183;;;;
2025-12-02T16:08:33;Achat;-60.0;Visa;US92826C8394;0.209533;;;;
2025-12-10T10:07:43;Dividendes;0.47;Tractor Supply;US8923561067;4.287825;;0.38;;
2025-12-11T11:20:05;Dividendes;1.02;Microsoft;US5949181045;2.374244;;0.84;;
2025-12-15T12:57:26;Dividendes;0.69;Alphabet (A);US02079K3059;7.051573;;0.57;;
2025-12-16T09:41:27;Achat;-40.0;BYD;CNE100000296;3.861003;;;;
2025-12-16T14:56:43;Achat;-50.0;Booking Holdings;US09857L1089;0.010708;;;;
2025-12-16T15:07:21;Achat;-50.0;BlackRock;US09290D1019;0.054908;;;;
2025-12-16T15:31:25;Achat;-50.0;Berkshire Hathaway (B);US0846707026;0.117192;;;;
2025-12-16T16:08:33;Achat;-60.0;Visa;US92826C8394;0.203631;;;;
2025-12-23T11:56:26;Dividendes;0.49;Meta Platforms (A);US30303M1027;1.959065;;0.39;;
2025-12-23T11:58:22;Dividendes;2.41;BlackRock;US09290D1019;0.985868;;1.97;;
2025-12-24T12:42:47;Dividendes;0.03;NVIDIA;US67066G1040;6.139241;;0.02;;
2025-12-28T11:57:13;Dépôt;5000.0;MR FARRE MAXIME;;;;;;
2025-12-29T07:58:24;Dépôt;1.0;M FARRE MAXIME;;;;;;
2025-12-30T08:48:50;Dépôt;10000.0;M FARRE MAXIME;;;;;;
2025-12-31T09:27:22;Dividendes;1.31;Broadcom;US11135F1012;4.304313;;1.07;;
2026-01-01T09:14:06;Dividendes;0.7;Booking Holdings;US09857L1089;0.159663;;0.6;;
2026-01-01T13:29:25;Intérêts;11.86;Zinsen;;;;;;
2026-01-02T09:46:17;Achat;-40.0;BYD;CNE100000296;3.652968;;;;
2026-01-02T14:56:41;Achat;-50.0;Booking Holdings;US09857L1089;0.011025;;;;
2026-01-02T15:07:23;Achat;-50.0;BlackRock;US09290D1019;0.054347;;;;
2026-01-02T15:31:24;Achat;-50.0;Berkshire Hathaway (B);US0846707026;0.116904;;;;
2026-01-02T16:08:32;Achat;-60.0;Visa;US92826C8394;0.202771;;;;
2026-01-15T10:28:25;Dividendes;0.07;Walt Disney;US2546871060;0.1977;;0.06;;
2026-01-16T09:41:25;Achat;-40.0;BYD;CNE100000296;3.636363;;;;
2026-01-16T14:56:41;Achat;-50.0;Booking Holdings;US09857L1089;0.011263;;;;
2026-01-16T15:31:24;Achat;-50.0;Berkshire Hathaway (B);US0846707026;0.117702;;;;
2026-02-01T02:18:17;Intérêts;27.33;Zinsen;;;;;;
2026-02-02T09:43:02;Achat;-40.0;BYD;CNE100000296;3.976143;;;;
2026-02-02T14:57:24;Achat;-50.0;Booking Holdings;US09857L1089;0.011627;;;;
2026-02-02T15:35:28;Achat;-50.0;Berkshire Hathaway (B);US0846707026;0.122324;;;;
2026-02-09T11:18:36;Vente;0;Eutelsat Communications Anrechte;FR0014012K95;2.0;;;;
2026-02-10T10:21:16;Vente;0;Eutelsat Communications Anrechte;FR0014012K95;2.0;;;;
2026-02-12T11:20:20;Dividendes;0.21;Apple;US0378331005;1.816277;;0.18;;
2026-02-16T09:41:22;Achat;-40.0;BYD;CNE100000296;3.818615;;;;
2026-02-16T14:56:41;Achat;-50.0;Booking Holdings;US09857L1089;0.014212;;;;
2026-02-16T15:31:22;Achat;-50.0;Berkshire Hathaway (B);US0846707026;0.118539;;;;
2026-03-01T05:29:41;Intérêts;24.41;Zinsen;;;;;;
2026-03-02T09:23:40;Achat;-127.06;PEA MSCI Emerging Markets ESG EUR (Acc);FR0013412020;4.0;;;;
2026-03-02T10:11:14;Achat;-49.44;Pea Monde MSCI World EUR (Acc);FR001400U5Q4;9.0;;;;
2026-03-02T12:26:30;Dividendes;1.14;Visa;US92826C8394;3.756212;;0.99;;
2026-03-02T12:56:51;Achat;-241.62;Stoxx Europe 600 EUR (acc);FR0011550193;12.0;;;;
2026-03-02T13:08:41;Achat;-58.25;S&P Euro Dividend Aristocrats (Dist);IE00B5M1WJ87;2.0;;;;
2026-03-11T09:25:58;Dividendes;0.49;Tractor Supply;US8923561067;4.287825;;0.4;;
2026-03-12T08:46:53;Dividendes;1.07;Microsoft;US5949181045;2.539455;;0.92;;
2026-03-16T11:00:41;Achat;-184.74;PEA MSCI Emerging Markets ESG EUR (Acc);FR0013412020;6.0;;;;
2026-03-16T11:27:06;Achat;-146.88;Pea Monde MSCI World EUR (Acc);FR001400U5Q4;27.0;;;;
2026-03-16T11:56:41;Dividendes;0.68;Alphabet (A);US02079K3059;7.051573;;0.61;;
2026-03-16T12:56:51;Achat;-290.64;Stoxx Europe 600 EUR (acc);FR0011550193;15.0;;;;
2026-03-16T13:08:42;Achat;-84.53;S&P Euro Dividend Aristocrats (Dist);IE00B5M1WJ87;3.0;;;;
2026-03-24T09:54:56;Dividendes;2.91;BlackRock;US09290D1019;1.095123;;2.52;;
2026-03-26T08:54:46;Dividendes;0.49;Meta Platforms (A);US30303M1027;1.959065;;0.4;;
2026-03-31T08:26:11;Dividendes;1.31;Broadcom;US11135F1012;4.304313;;1.13;;
2026-03-31T08:45:24;Dividendes;1.07;Booking Holdings;US09857L1089;0.218498;;0.92;;
2026-03-31T15:49:20;Dividendes;0.76;S&P Euro Dividend Aristocrats (Dist);IE00B5M1WJ87;5.0;;;;
2026-04-01T01:59:00;Intérêts;26.97;Zinsen;;;;;;
2026-04-01T08:08:10;Dividendes;0.02;NVIDIA;US67066G1040;6.139241;;0.03;;
2026-04-02T08:23:41;Achat;-177.93;PEA MSCI Emerging Markets ESG EUR (Acc);FR0013412020;6.0;;;;
2026-04-02T09:11:15;Achat;-148.68;Pea Monde MSCI World EUR (Acc);FR001400U5Q4;28.0;;;;
2026-04-02T11:56:51;Achat;-287.01;Stoxx Europe 600 EUR (acc);FR0011550193;15.0;;;;
2026-04-02T12:08:42;Achat;-84.71;S&P Euro Dividend Aristocrats (Dist);IE00B5M1WJ87;3.0;;;;
